Site,year,Month,DateDay,SumOfKwh,Level,Meter
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,1358.00,Level 10,195) L10 Core 1 Tenant NE Riser BD/TNE1L/L10
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,1338.00,Level 10,196) L10 Core 1 Tenant SE Riser BD/TSE1L/L10
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,1128.00,Level 10,199) L10 Core 1 Tenant SW Riser BD/TSW1L/L10
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,1406.00,Level 10,Central (Landlord's) Air Handling kWh
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,3243.00,Level 10,Central (Landlord's) Chillers/Pumps kWh:
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,1308.00,Level 10,Central (Landlord's) Misc Plant/Equipment kWh
NBC Universal - St Giles High Street,17,Nov,1/11/2017 00:00:00,3486.00,Level 10,Common Area
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,1644.00,GMez & L1 - NBC CSG,0) GF Core 1 Tenant NE Riser BD/TNEL/1GL
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,1863.00,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NE Riser BD/TNE1P/L1
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,4771.00,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NW Riser BD/TNW1P/L1
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,2284.00,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SE Riser BD/TSE1P/L1
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,3102.00,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SW Riser BD/TSW1P/L1
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,3502.00,GMez & L1 - NBC CSG,0) L1 Core 2 Tenant N Riser BD/TNW2L/L1
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,2922.00,GMez & L1 - NBC CSG,0) L1 Core 3 Tenant SW Riser BD/TSW2L/L1
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,1892.00,GMez & L1 - NBC CSG,131) A17 LV3 Spare DB/B2/IT
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,75597.00,GMez & L1 - NBC CSG,142) A6 LV3 NBC MER I/O Panel (Spare)
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,2543.00,GMez & L1 - NBC CSG,278) L1 Core 1 Tenant NW Riser BD/TNW1L/L1
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,4259.00,GMez & L1 - NBC CSG,281) L1 Core 2 Tenant N Riser BD/TNW2L(P)/L1
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,2933.00,GMez & L1 - NBC CSG,282) L1 Core 1 Tenant NE Riser BD/TNE1L/L1
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,2739.00,GMez & L1 - NBC CSG,283) L1 Core 1 Tenant SE Riser BD/TSE1L/L1
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,1951.00,GMez & L1 - NBC CSG,284) L1 Core 3 Tenant SW Riser BD/TSW2L(P)/L1
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,3283.00,GMez & L1 - NBC CSG,287) L1 Core 1 Tenant SW Riser BD/TSW1L/L1
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,9883.00,GMez & L1 - NBC CSG,293) GF Core 1 Tenant NE Riser BD/TNEL/1PG__
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,784.00,GMez & L1 - NBC CSG,294) GF Core 1 Tenant SE Riser BD/TSEL/__
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,2098.00,GMez & L1 - NBC CSG,Central (Landlord's) Air Handling
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,23514.00,GMez & L1 - NBC CSG,Central (Landlord's) Chillers/Pumps
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,2159.00,GMez & L1 - NBC CSG,Central (Landlord's) Misc Plant/Equipment
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,6468.00,GMez & L1 - NBC CSG,Common Area
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,1581.00,L2 & L3 N,0) L2 Core 1 Tenant NE Riser BD/TNE1P/L2
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,3148.00,L2 & L3 N,0) L2 Core 1 Tenant NW Riser BD/TNW1P/L2
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,2149.00,L2 & L3 N,0) L2 Core 1 Tenant SE Riser BD/TSE1P/L2
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,3402.00,L2 & L3 N,0) L2 Core 1 Tenant SW Riser BD/TSW1P/L2
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,237.00,L2 & L3 N,0) L2 Core 2 Tenant N Riser BD/TNW2L/L2
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,3014.00,L2 & L3 N,0) L2 Core 3 Tenant SW Riser BD/TSW2P/L2
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,913.00,L2 & L3 N,0) L3 Core 1 Tenant NE Riser BD/TNE1L/L3
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,2508.00,L2 & L3 N,0) L3 Core 1 Tenant NW Riser BD/TNW1P/L3 new
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,3603.00,L2 & L3 N,0) L3 Core 1 Tenant NW Riser DB dub new
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,5320.00,L2 & L3 N,0) L3 Core 2 Tenant N Riser BD/TNW2L/L1
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,3798.00,L2 & L3 N,0) L3 Core 2 Tenant NW2 Riser BD/P
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,4600.00,L2 & L3 N,261) L3 Core 2 Tenant N Riser BD/TNW2L(P)/L3
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,2508.00,L2 & L3 N,262) L3 Core 1 Tenant NE Riser BD/TNE1L/L3 new
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,2936.00,L2 & L3 N,268) L2 Core 1 Tenant NW Riser BD/TNW1L/L2
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,4203.00,L2 & L3 N,271) L2 Core 2 Tenant N Riser BD/TNW2L(P)/L2
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,2314.00,L2 & L3 N,272) L2 Core 1 Tenant NE Riser BD/TNE1L/L2
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,2230.00,L2 & L3 N,273) L2 Core 1 Tenant SE Riser BD/TSE1L/L2
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,2084.00,L2 & L3 N,274) L2 Core 3 Tenant SW Riser BD/TSW2L/L2
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,3642.00,L2 & L3 N,77) L2 Core 1 Tenant SW Riser BD/TSW1L/L2
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,2945.00,L2 & L3 N,Central (Landlord's) Air Handling kWh
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,10396.00,L2 & L3 N,Central (Landlord's) Chillers/Pumps kWh:
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,3185.00,L2 & L3 N,Central (Landlord's) Misc Plant/Equipment kWh
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,9082.00,L2 & L3 N,Common Area
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,1495.00,L2 & L3 N,i) 258) L3 Core 1 Tenant NW Riser BD/TNW1L/L3
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,1529.00,Level 10,0) L10 Core 1 Tenant NW Riser BD/TNW1P/L10 & New
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,2277.00,Level 10,0) L10 Core 1 Tenant SW Riser BD/TSW1P/L10 & New
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,1.00,Level 10,0) L10 Core 2 Comms supply & New
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,902.00,Level 10,0) L10 Core 2 Tenant N Riser BD/TNW2P/L10 & New
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,1359.00,Level 10,191) L10 Core 1 Tenant NW Riser BD/TNW1L/L10
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,714.00,Level 10,194) L10 Core 2 Tenant N Riser BD/TNW2L/L10
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,1084.00,Level 10,195) L10 Core 1 Tenant NE Riser BD/TNE1L/L10
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,1285.00,Level 10,196) L10 Core 1 Tenant SE Riser BD/TSE1L/L10
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,1177.00,Level 10,199) L10 Core 1 Tenant SW Riser BD/TSW1L/L10
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,1154.00,Level 10,Central (Landlord's) Air Handling kWh
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,1928.00,Level 10,Central (Landlord's) Chillers/Pumps kWh:
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,1332.00,Level 10,Central (Landlord's) Misc Plant/Equipment kWh
NBC Universal - St Giles High Street,17,Dec,1/12/2017 00:00:00,3558.00,Level 10,Common Area
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,2086.00,GMez & L1 - NBC CSG,0) GF Core 1 Tenant NE Riser BD/TNEL/1GL
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,2406.00,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NE Riser BD/TNE1P/L1
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,5323.00,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NW Riser BD/TNW1P/L1
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,2457.00,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SE Riser BD/TSE1P/L1
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,3041.00,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SW Riser BD/TSW1P/L1
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,4572.00,GMez & L1 - NBC CSG,0) L1 Core 2 Tenant N Riser BD/TNW2L/L1
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,3218.00,GMez & L1 - NBC CSG,0) L1 Core 3 Tenant SW Riser BD/TSW2L/L1
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,1965.00,GMez & L1 - NBC CSG,131) A17 LV3 Spare DB/B2/IT
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,79704.00,GMez & L1 - NBC CSG,142) A6 LV3 NBC MER I/O Panel (Spare)
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,2781.00,GMez & L1 - NBC CSG,278) L1 Core 1 Tenant NW Riser BD/TNW1L/L1
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,4614.00,GMez & L1 - NBC CSG,281) L1 Core 2 Tenant N Riser BD/TNW2L(P)/L1
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,3688.00,GMez & L1 - NBC CSG,282) L1 Core 1 Tenant NE Riser BD/TNE1L/L1
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,2921.00,GMez & L1 - NBC CSG,283) L1 Core 1 Tenant SE Riser BD/TSE1L/L1
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,2073.00,GMez & L1 - NBC CSG,284) L1 Core 3 Tenant SW Riser BD/TSW2L(P)/L1
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,3670.00,GMez & L1 - NBC CSG,287) L1 Core 1 Tenant SW Riser BD/TSW1L/L1
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,2929.00,GMez & L1 - NBC CSG,293) GF Core 1 Tenant NE Riser BD/TNEL/1PG__
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,1131.00,GMez & L1 - NBC CSG,294) GF Core 1 Tenant SE Riser BD/TSEL/__
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,3092.00,GMez & L1 - NBC CSG,Central (Landlord's) Air Handling
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,19896.00,GMez & L1 - NBC CSG,Central (Landlord's) Chillers/Pumps
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,2458.00,GMez & L1 - NBC CSG,Central (Landlord's) Misc Plant/Equipment
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,6887.00,GMez & L1 - NBC CSG,Common Area
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,2063.00,L2 & L3 N,0) L2 Core 1 Tenant NE Riser BD/TNE1P/L2
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,3539.00,L2 & L3 N,0) L2 Core 1 Tenant NW Riser BD/TNW1P/L2
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,2224.00,L2 & L3 N,0) L2 Core 1 Tenant SE Riser BD/TSE1P/L2
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,3849.00,L2 & L3 N,0) L2 Core 1 Tenant SW Riser BD/TSW1P/L2
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,270.00,L2 & L3 N,0) L2 Core 2 Tenant N Riser BD/TNW2L/L2
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,3235.00,L2 & L3 N,0) L2 Core 3 Tenant SW Riser BD/TSW2P/L2
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,1097.00,L2 & L3 N,0) L3 Core 1 Tenant NE Riser BD/TNE1L/L3
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,2669.00,L2 & L3 N,0) L3 Core 1 Tenant NW Riser BD/TNW1P/L3 new
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,3643.00,L2 & L3 N,0) L3 Core 1 Tenant NW Riser DB dub new
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,5266.00,L2 & L3 N,0) L3 Core 2 Tenant N Riser BD/TNW2L/L1
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,3981.00,L2 & L3 N,0) L3 Core 2 Tenant NW2 Riser BD/P
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,5168.00,L2 & L3 N,261) L3 Core 2 Tenant N Riser BD/TNW2L(P)/L3
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,3151.00,L2 & L3 N,262) L3 Core 1 Tenant NE Riser BD/TNE1L/L3 new
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,3234.00,L2 & L3 N,268) L2 Core 1 Tenant NW Riser BD/TNW1L/L2
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,4643.00,L2 & L3 N,271) L2 Core 2 Tenant N Riser BD/TNW2L(P)/L2
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,3093.00,L2 & L3 N,272) L2 Core 1 Tenant NE Riser BD/TNE1L/L2
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,2426.00,L2 & L3 N,273) L2 Core 1 Tenant SE Riser BD/TSE1L/L2
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,2437.00,L2 & L3 N,274) L2 Core 3 Tenant SW Riser BD/TSW2L/L2
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,4234.00,L2 & L3 N,77) L2 Core 1 Tenant SW Riser BD/TSW1L/L2
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,4332.00,L2 & L3 N,Central (Landlord's) Air Handling kWh
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,9550.00,L2 & L3 N,Central (Landlord's) Chillers/Pumps kWh:
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,3626.00,L2 & L3 N,Central (Landlord's) Misc Plant/Equipment kWh
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,9671.00,L2 & L3 N,Common Area
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,1493.00,L2 & L3 N,i) 258) L3 Core 1 Tenant NW Riser BD/TNW1L/L3
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,1722.00,Level 10,0) L10 Core 1 Tenant NW Riser BD/TNW1P/L10 & New
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,2487.00,Level 10,0) L10 Core 1 Tenant SW Riser BD/TSW1P/L10 & New
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,1.00,Level 10,0) L10 Core 2 Comms supply & New
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,1103.00,Level 10,0) L10 Core 2 Tenant N Riser BD/TNW2P/L10 & New
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,1435.00,Level 10,191) L10 Core 1 Tenant NW Riser BD/TNW1L/L10
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,3083.00,Level 10,194) L10 Core 2 Tenant N Riser BD/TNW2L/L10
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,1436.00,Level 10,195) L10 Core 1 Tenant NE Riser BD/TNE1L/L10
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,1318.00,Level 10,196) L10 Core 1 Tenant SE Riser BD/TSE1L/L10
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,1205.00,Level 10,199) L10 Core 1 Tenant SW Riser BD/TSW1L/L10
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,1701.00,Level 10,Central (Landlord's) Air Handling kWh
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,2134.00,Level 10,Central (Landlord's) Chillers/Pumps kWh:
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,1505.00,Level 10,Central (Landlord's) Misc Plant/Equipment kWh
NBC Universal - St Giles High Street,18,Jan,1/1/2018 00:00:00,3789.00,Level 10,Common Area
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,2478.00,GMez & L1 - NBC CSG,0) GF Core 1 Tenant NE Riser BD/TNEL/1GL
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,2518.00,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NE Riser BD/TNE1P/L1
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,5081.00,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant NW Riser BD/TNW1P/L1
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,2548.00,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SE Riser BD/TSE1P/L1
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,3116.00,GMez & L1 - NBC CSG,0) L1 Core 1 Tenant SW Riser BD/TSW1P/L1
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,3302.00,GMez & L1 - NBC CSG,0) L1 Core 2 Tenant N Riser BD/TNW2L/L1
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,3191.00,GMez & L1 - NBC CSG,0) L1 Core 3 Tenant SW Riser BD/TSW2L/L1
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,2062.00,GMez & L1 - NBC CSG,131) A17 LV3 Spare DB/B2/IT
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,72883.00,GMez & L1 - NBC CSG,142) A6 LV3 NBC MER I/O Panel (Spare)
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,2966.00,GMez & L1 - NBC CSG,278) L1 Core 1 Tenant NW Riser BD/TNW1L/L1
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,4514.00,GMez & L1 - NBC CSG,281) L1 Core 2 Tenant N Riser BD/TNW2L(P)/L1
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,3676.00,GMez & L1 - NBC CSG,282) L1 Core 1 Tenant NE Riser BD/TNE1L/L1
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,3030.00,GMez & L1 - NBC CSG,283) L1 Core 1 Tenant SE Riser BD/TSE1L/L1
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,2075.00,GMez & L1 - NBC CSG,284) L1 Core 3 Tenant SW Riser BD/TSW2L(P)/L1
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,3718.00,GMez & L1 - NBC CSG,287) L1 Core 1 Tenant SW Riser BD/TSW1L/L1
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,3888.00,GMez & L1 - NBC CSG,293) GF Core 1 Tenant NE Riser BD/TNEL/1PG__
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,1596.00,GMez & L1 - NBC CSG,294) GF Core 1 Tenant SE Riser BD/TSEL/__
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,3779.00,GMez & L1 - NBC CSG,Central (Landlord's) Air Handling
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,20612.00,GMez & L1 - NBC CSG,Central (Landlord's) Chillers/Pumps
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,2155.00,GMez & L1 - NBC CSG,Central (Landlord's) Misc Plant/Equipment
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,6808.00,GMez & L1 - NBC CSG,Common Area
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,2180.00,L2 & L3 N,0) L2 Core 1 Tenant NE Riser BD/TNE1P/L2
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,3622.00,L2 & L3 N,0) L2 Core 1 Tenant NW Riser BD/TNW1P/L2
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,2356.00,L2 & L3 N,0) L2 Core 1 Tenant SE Riser BD/TSE1P/L2
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,3588.00,L2 & L3 N,0) L2 Core 1 Tenant SW Riser BD/TSW1P/L2
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,266.00,L2 & L3 N,0) L2 Core 2 Tenant N Riser BD/TNW2L/L2
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,3153.00,L2 & L3 N,0) L2 Core 3 Tenant SW Riser BD/TSW2P/L2
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,1109.00,L2 & L3 N,0) L3 Core 1 Tenant NE Riser BD/TNE1L/L3
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,2713.00,L2 & L3 N,0) L3 Core 1 Tenant NW Riser BD/TNW1P/L3 new
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,3602.00,L2 & L3 N,0) L3 Core 1 Tenant NW Riser DB dub new
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,5516.00,L2 & L3 N,0) L3 Core 2 Tenant N Riser BD/TNW2L/L1
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,4157.00,L2 & L3 N,0) L3 Core 2 Tenant NW2 Riser BD/P
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,4652.00,L2 & L3 N,261) L3 Core 2 Tenant N Riser BD/TNW2L(P)/L3
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,3029.00,L2 & L3 N,262) L3 Core 1 Tenant NE Riser BD/TNE1L/L3 new
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,3329.00,L2 & L3 N,268) L2 Core 1 Tenant NW Riser BD/TNW1L/L2
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,4525.00,L2 & L3 N,271) L2 Core 2 Tenant N Riser BD/TNW2L(P)/L2
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,3055.00,L2 & L3 N,272) L2 Core 1 Tenant NE Riser BD/TNE1L/L2
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,2474.00,L2 & L3 N,273) L2 Core 1 Tenant SE Riser BD/TSE1L/L2
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,2420.00,L2 & L3 N,274) L2 Core 3 Tenant SW Riser BD/TSW2L/L2
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,3827.00,L2 & L3 N,77) L2 Core 1 Tenant SW Riser BD/TSW1L/L2
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,5306.00,L2 & L3 N,Central (Landlord's) Air Handling kWh
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,10263.00,L2 & L3 N,Central (Landlord's) Chillers/Pumps kWh:
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,3190.00,L2 & L3 N,Central (Landlord's) Misc Plant/Equipment kWh
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,9559.00,L2 & L3 N,Common Area
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,1493.00,L2 & L3 N,i) 258) L3 Core 1 Tenant NW Riser BD/TNW1L/L3
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,1875.00,Level 10,0) L10 Core 1 Tenant NW Riser BD/TNW1P/L10 & New
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,2866.00,Level 10,0) L10 Core 1 Tenant SW Riser BD/TSW1P/L10 & New
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,1.00,Level 10,0) L10 Core 2 Comms supply & New
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,880.00,Level 10,0) L10 Core 2 Tenant N Riser BD/TNW2P/L10 & New
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,1451.00,Level 10,191) L10 Core 1 Tenant NW Riser BD/TNW1L/L10
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,1552.00,Level 10,194) L10 Core 2 Tenant N Riser BD/TNW2L/L10
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,1388.00,Level 10,195) L10 Core 1 Tenant NE Riser BD/TNE1L/L10
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,1316.00,Level 10,196) L10 Core 1 Tenant SE Riser BD/TSE1L/L10
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,1242.00,Level 10,199) L10 Core 1 Tenant SW Riser BD/TSW1L/L10
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,2079.00,Level 10,Central (Landlord's) Air Handling kWh
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,2113.00,Level 10,Central (Landlord's) Chillers/Pumps kWh:
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,1326.00,Level 10,Central (Landlord's) Misc Plant/Equipment kWh
NBC Universal - St Giles High Street,18,Feb,1/2/2018 00:00:00,3745.00,Level 10,Common Area
NBC Universal - St Giles High Street,18,Mar,1/3/2018 00:00:00,1496.00,GMez & L1 - NBC CSG,0) GF Core 1 Tenant NE Riser BD/TNEL/1GL
